"id_discente";"ano_ingresso";"periodo_ingresso";"nivel_ensino";"id_curso";"curso";"situacao";"data_alteracao_situacao";"ano_alteracao_situacao";"periodo_alteracao_situacao"
39e3604fdd3cf0d8ad6bb8dc9cbb0b9d;1981;2;GRADUAÇÃO;2000010;CIÊNCIAS CONTÁBEIS;ATIVO;2013/07/04 18:13:37.839000000;2013;2
adf1fbad97336a8ffad7ca63dfe5b908;1983;2;GRADUAÇÃO;2000010;CIÊNCIAS CONTÁBEIS;CANCELADO;2013/07/04 19:17:36.542000000;2013;2
638a54d749e226707931231fd79fe278;1983;2;GRADUAÇÃO;2000010;CIÊNCIAS CONTÁBEIS;CANCELADO;2013/07/04 19:18:08.288000000;2013;2
b77a5a6cf800c0c5d6c289031f8f0f80;2001;2;GRADUAÇÃO;2000117;CURSO SUPERIOR DE TECNOLOGIA EM COOPERATIVISMO;CANCELADO;2013/07/04 19:18:39.633000000;2013;2
adf1fbad97336a8ffad7ca63dfe5b908;1983;2;GRADUAÇÃO;2000010;CIÊNCIAS CONTÁBEIS;ATIVO;2013/07/04 19:19:37.197000000;2013;2
638a54d749e226707931231fd79fe278;1983;2;GRADUAÇÃO;2000010;CIÊNCIAS CONTÁBEIS;ATIVO;2013/07/04 19:20:00.780000000;2013;2
1cab61e295ae30a531a9934dcb47b98d;2004;2;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:23:25.586000000;2013;2
6b12584936f3d4acaed56f9b14ca688a;2003;1;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:23:50.770000000;2013;2
886acac1e56929921237c80fab545f85;2001;1;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:24:15.927000000;2013;2
f7a6df7eab1b48df925bb0ddb5f46de9;2003;2;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:24:42.923000000;2013;2
8be167e0c3731cb0352d7b225f3eed91;2000;2;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:25:07.378000000;2013;2
05a45a42a0da4af67acddfe2b42fbc8f;2000;2;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:25:47.245000000;2013;2
3d64a2352786cb045b80c49e8da2a65c;2003;2;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:26:11.088000000;2013;2
e00d98bc7aca2977bd4209b1295c209b;2006;1;GRADUAÇÃO;2000039;FARMÁCIA;CANCELADO;2013/07/04 19:26:37.406000000;2013;2
ccb63e19232236216d6a3a3f98f1edc7;2008;1;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/18 03:18:15.098000000;2013;2
b0fde51ca88fc3427bce0e93c2e648c9;2009;1;GRADUAÇÃO;9295710;CIÊNCIAS BIOLÓGICAS;ATIVO;2013/11/17 18:04:42.430000000;2013;2
03108a3e90db48d576b7d5c61c8263d7;2009;1;GRADUAÇÃO;9295710;CIÊNCIAS BIOLÓGICAS;ATIVO;2013/11/17 18:07:36.870000000;2013;2
073c7c8d36febedf9cab04eaef9a3f04;2010;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/17 20:33:48.700000000;2013;2
6d63dc42b7156be05ec6bd4ac33a1866;2010;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);ATIVO;2013/11/17 20:37:15.124000000;2013;2
99b4d5f42cac5fe7c361a057947f71ad;2010;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/17 20:48:37.974000000;2013;2
373f426e9c0449787884ea74a4742f91;2009;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/17 22:09:41.558000000;2013;2
2beef461736a924a20d2e34426c1fd69;2009;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/17 22:14:26.071000000;2013;2
1c0834f3c526256d57e24c4f0800543b;2009;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/18 02:00:27.213000000;2013;2
9f7d8cff4e380f04f56dee778cbd9160;2009;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/18 02:09:21.162000000;2013;2
00c4faa4d0a6bd53d96fa44d46165777;2009;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/18 02:14:34.659000000;2013;2
030dd53f7d09b3579295599ebb841631;2009;2;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);DEFENDIDO;2013/11/18 02:25:10.228000000;2013;2
00f6e4b54c88908cd72b9602d81ea6ba;2008;1;MESTRADO;16932350;MESTRADO EM CIENCIAS CONTABEIS (UNB-UFRN-UFPB);CANCELADO;2013/11/18 02:36:41.483000000;2013;2
73d5453badb8e2e17b9ab70a17add521;2009;1;GRADUAÇÃO;2000064;PEDAGOGIA;ATIVO;2013/11/18 09:36:41.793000000;2013;2
1bdba15da1899b2b5a355bb0912a8c00;2013;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;ATIVO;2013/11/20 08:25:36.026000000;2013;2
65c2b85542b1b4c42ec9a0e5ac3ee590;2010;1;GRADUAÇÃO;2000002;ADMINISTRAÇÃO;ATIVO - FORMANDO;2013/11/20 08:58:26.361000000;2013;2
884d582fe91460f14e74b53c866f2285;2007;1;GRADUAÇÃO;2000031;ENGENHARIA MECÂNICA;ATIVO;2013/11/20 10:03:17.112000000;2013;2
524c68b1cfc87ff908b22f5aa4c8452b;2007;1;GRADUAÇÃO;2000046;HISTÓRIA;ATIVO - FORMANDO;2013/11/20 10:35:08.249000000;2013;2
cce42e099ae05d49484ac76dad160824;2011;2;MESTRADO;315773;MESTRADO EM CIÊNCIAS DA SAÚDE;ATIVO;2013/11/20 13:25:46.435000000;2013;2
94c6e702993bbece9138925a50cacaff;2008;1;GRADUAÇÃO;2000014;CIÊNCIAS ECONÔMICAS;ATIVO - FORMANDO;2013/07/01 08:41:15.829000000;2013;2
e0fdc0083508df54592580d38fc9d302;2008;2;GRADUAÇÃO;2000016;COMUNICAÇÃO SOCIAL;ATIVO - FORMANDO;2013/07/01 08:44:01.162000000;2013;2
1bed7494c4342d052fa697817a65271d;2010;1;GRADUAÇÃO;10320810;CIÊNCIAS E TECNOLOGIA;ATIVO - FORMANDO;2013/07/01 08:45:40.877000000;2013;2
a355287c9c63fb5814bb20845b1a0ab6;2007;2;GRADUAÇÃO;2000014;CIÊNCIAS ECONÔMICAS;ATIVO - FORMANDO;2013/07/01 08:46:11.625000000;2013;2
6d04c401d3221b459d157b44d3540b33;2009;1;GRADUAÇÃO;2000014;CIÊNCIAS ECONÔMICAS;ATIVO - FORMANDO;2013/07/01 08:49:09.678000000;2013;2
